TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,morning,rpc,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,ftpd,NON-ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
WORKING,early morning,syslogd,NON-ATTACK
WORKING,early morning,syslog,NON-ATTACK
WORKING,early morning,syslog,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,irqbalance,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,portmap,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,rpc,NON-ATTACK
WORKING,early morning,nfslock,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,rpcidmapd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,random,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,rc,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,bluetooth,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,hcid,NON-ATTACK
WORKING,early morning,network,NON-ATTACK
WORKING,early morning,bluetooth,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,sdpd,NON-ATTACK
WORKING,early morning,network,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,netfs,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,apmd,NON-ATTACK
WORKING,early morning,apmd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,autofs,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,apmd,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,smartd,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,rc,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,cups,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,sendmail,NON-ATTACK
WORKING,early morning,sendmail,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,xinetd,NON-ATTACK
WORKING,early morning,spamassassin,NON-ATTACK
WORKING,early morning,privoxy,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,privoxy,NON-ATTACK
WORKING,early morning,gpm,NON-ATTACK
WORKING,early morning,gpm,NON-ATTACK
WORKING,early morning,gpm,NON-ATTACK
WORKING,early morning,gpm,NON-ATTACK
WORKING,early morning,gpm,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,IIim,NON-ATTACK
WORKING,early morning,htt_server,NON-ATTACK
WORKING,early morning,canna,NON-ATTACK
WORKING,early morning,crond,NON-ATTACK
WORKING,early morning,xfs,NON-ATTACK
WORKING,early morning,anacron,NON-ATTACK
WORKING,early morning,atd,NON-ATTACK
WORKING,early morning,readahead,NON-ATTACK
WORKING,early morning,rc,NON-ATTACK
WORKING,early morning,messagebus,NON-ATTACK
WORKING,early morning,httpd,NON-ATTACK
WORKING,early morning,squid,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,snmpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,snmpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,ntpd,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,mysqld,NON-ATTACK
WORKING,morning,named,NON-ATTACK
WORKING,early morning,rsyncd,NON-ATTACK
WORKING,early morning,mdmonitor,NON-ATTACK
WORKING,early morning,mdmpd,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
WORKING,early morning,udev,NON-ATTACK
